filing_id,ein,pdf_key,job_id,year,name,address,city,state,zip,website,gross_receipts,year_formation,state_of_domicile,mission,num_voting_members,num_independent_members,num_employees,num_volunteers,total_unrelated_biz_revenue,net_unrelated_biz_taxable_revenue,contributions_grants_revenue,program_service_revenue,investment_income_revenue,other_revenue,total_revenue,grants_paid_expenses,benefits_paid_members_expenses,salaries_compensation_benefits_expenses,professional_fundraising_fees_expenses,total_fundraising_expenses,other_expenses,total_expenses,revenue_less_expenses,total_assets,total_liabilities,net_assets,grants_us_govt_orgs_total,grants_us_govt_orgs_prog_service,grants_us_govt_orgs_mgmt_and_general,grants_us_govt_orgs_fundraising,grants_us_individuals_total,grants_us_individuals_prog_service,grants_us_individuals_mgmt_and_general,grants_us_individuals_fundraising,grants_foreign_individuals_govt_orgs_total,grants_foreign_individuals_govt_orgs_prog_service,grants_foreign_individuals_govt_orgs_mgmt_and_general,grants_foreign_individuals_govt_orgs_fundraising,benefits_to_members_total,benefits_to_members_prog_service,benefits_to_members_mgmt_and_general,benefits_to_members_fundraising,compensation_officers_total,compensation_officers_prog_service,compensation_officers_mgmt_and_general,compensation_officers_fundraising,compensation_disq_persons_total,compensation_disq_persons_prog_service,compensation_disq_persons_mgmt_and_general,compensation_disq_persons_fundraising,other_salaries_wages_total,other_salaries_wages_prog_service,other_salaries_wages_mgmt_general,other_salaries_wages_fundraising,pension_plan_acc_contrib_total,pension_plan_acc_contrib_prog_service,pension_plan_acc_contrib_mgmt_general,pension_plan_acc_fundraising,other_employee_benefits_total,other_employee_benefits_prog_service,other_employee_benefits_mgmt_general,other_employee_benefits_fundraising,payroll_taxes_total,payroll_taxes_prog_service,payroll_taxes_mgmt_general,payroll_taxes_fundraising,fees_for_mgmt_services_total,fees_for_mgmt_services_prog_service,fees_for_mgmt_services_mgmt_general,fees_for_mgmt_services_fundraising,fees_for_legal_services_total,fees_for_legal_services_prog_service,fees_for_legal_services_mgmt_general,fees_for_legal_services_fundraising,fees_for_accounting_services_total,fees_for_accounting_services_prog_service,fees_for_accounting_services_mgmt_general,fees_for_accounting_services_fundraising,fees_for_lobbying_services_total,fees_for_lobbying_services_prog_service,fees_for_lobbying_services_mgmt_general,fees_for_lobbying_services_fundraising,fees_for_fundraising_services_total,fees_for_fundraising_services_prog_service,fees_for_fundraising_services_mgmt_general,fees_for_fundraising_services_fundraising,fees_for_investment_mgmt_services_total,fees_for_investment_mgmt_services_prog_service,fees_for_investment_mgmt_services_mgmt_general,fees_for_investment_mgmt_services_fundraising,fees_for_other_services_total,fees_for_other_services_prog_service,fees_for_other_services_mgmt_general,fees_for_other_services_fundraising,advertising_promotion_total,advertising_promotion_prog_service,advertising_promotion_mgmt_general,advertising_promotion_fundraising,office_expenses_total,office_expenses_prog_service,office_expenses_mgmt_general,office_expenses_fundraising,it_expenses_total,it_expenses_prog_service,it_expenses_mgmt_general,it_expenses_fundraising,royalties_total,royalties_prog_service,royalties_mgmt_general,royalties_fundraising,occupancy_total,occupancy_prog_service,occupancy_mgmt_general,occupancy_fundraising,travel_total,travel_prog_service,travel_mgmt_general,travel_fundraising,entertainment_travel_govt_officials_total,entertainment_travel_govt_officials_prog_service,entertainment_travel_govt_officials_mgmt_general,entertainment_travel_govt_officials_fundraising,conferences_conventions_total,conferences_conventions_prog_service,conferences_conventions_mgmt_general,conferences_conventions_fundraising,interest_total,interest_prog_service,interest_mgmt_general,interest_fundraising,payments_affiliates_total,payments_affiliates_prog_service,payments_affiliates_mgmt_general,payments_affiliates_fundraising,depreciation_depletion_amortization_total,depreciation_depletion_amortization_prog_service,depreciation_depletion_amortization_mgmt_general,depreciation_depletion_amortization_fundraising,insurance_total,insurance_prog_service,insurance_mgmt_general,insurance_fundraising,other_expenses_a_label,other_expenses_a_total,other_expenses_a_prog_service,other_expenses_a_mgmt_general,other_expenses_a_fundraising,other_expenses_b_label,other_expenses_b_total,other_expenses_b_prog_service,other_expenses_b_mgmt_general,other_expenses_b_fundraising,other_expenses_c_label,other_expenses_c_total,other_expenses_c_prog_service,other_expenses_c_mgmt_general,other_expenses_c_fundraising,other_expenses_d_label,other_expenses_d_total,other_expenses_d_prog_service,other_expenses_d_mgmt_general,other_expenses_d_fundraising,all_other_expenses_total,all_other_expenses_prog_service,all_other_expenses_mgmt_general,all_other_expenses_fundraising,total_functional_expenses_total,total_functional_expenses_prog_service,total_functional_expenses_mgmt_general,total_functional_expense_fundraising,activities_per_region_totals_number_of_offices,activities_per_region_totals_number_of_employees,activities_per_region_totals_total_expenditure,total_number_recipient_foreign_orgs_listed_as_charities,total_number_other_recipient_foreign_orgs_entities
320011220_2010,320011220,EIN_320011220_YEAR_2010_FORMTYPE_990.pdf,,2010,,,,TN,37064,WWW.SHOWHOPE.ORG,6218290,2002,TN,"SHAOHANNAH'S HOPE IS DEDICATED TO ENGAGING THE CHURCH TO CARE FOR ORPHANS AND TO REDUCING THE FINANCIAL BARRIERS TO ADOPTION BY BEING ACTIVELY INVOLVED IN I_PROVIDING WAITING ORPHANS WITH LOVING FAMILIES BY FINANCIALLY ASSISTING ADOPTIVE COUPLES THROUGH ADOPTION GRANTS,",3,4,5,6,0,0,6205512,,7133,,6212645,3233635,,865479,,615298,1579036,5678150,534495,3235719,1119435,2116284,,,,,1827647,1827647,,,1405988,1405988,,,,,,,130385,65193,39115,26077,69022,17650,35667,15705,532312,197333,132097,202882,,,,,77091,35506,22794,18791,56669,20142,18918,17609,,,,,607,,607,,21840,,21840,,,,,,,,,,,,,,211067,119867,,91200,193278,185039,,8239,152254,55896,77785,18573,34891,10425,17568,6898,,,,,81207,5000,66586,9621,299173,256630,16374,26169,,,,,94590,32055,378,62157,,,,,,,,,10539,,10539,,13073,5450,4025,3598,SUPPLIES,167735,162276,638,4821,CONTRACT LABOR,115807,64155,2752,48900,PRINTING AND REPRODUCTION,83979,45707,5443,32829,POSTAGE AND DELIVERY,56575,33184,3265,20126,32903,32479,300,124,5678150,4585663,477189,615298,0,0,1405988,,
362182171_2008,362182171,,,2008,,501 College Avenue,Wheaton,IL,60187,a com,527,,,,990,,,,,,,86597399,,,3124288,,,,16450371,,,,,,741788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362182171_2009,362182171,EIN_362182171_YEAR_2009_FORMTYPE_990.pdf,,2009,Wheaton College,501 College Avenue,Wheaton,IL,60187,www wheaton edu,298872620,1860,IL,Wheaton College helps build the church and improve society worldwide by promoting the development of whole and effective Christians through excellence in programs of Christian higher education,19,18,3047,74,50406,-18000,20398653,91819790,-47964135,1145842,65400150,19819046,0,63808930,0,4751140,39345835,122973811,-57573661,584082519,157868928,426213591,20000,20000,,,19799046,19799046,,,0,,,,0,,,,1651501,543386,654952,453163,0,,,,45999794,37743717,,2289793,2873806,2224568,509886,139352,10016029,7753252,1777096,485681,3267800,2529553,579790,158457,0,,,,92574,0,83838,8736,115900,0,115900,0,0,,,,0,,,,1175,0,1175,0,5978882,5113494,812128,53260,893426,535929,84936,272561,2614620,2427188,38813,148619,1192362,220531,902635,69196,0,,,,6562445,6274246,258570,29629,3195740,2779460,190910,225370,0,,,,259281,201594,57128,559,2480156,2301107,179049,0,0,,,,8374896,7725665,649231,0,860297,0,860297,0,Printing & Publications a,697912,254959,312533,130420,Special Projects,668804,614908,53896,0,TRAINING,238508,169670,51712,17126,DUES & MEMBERSHIPS,166387,87628,69055,9704,717060,717060,0,0,122973811,103780820,14441851,4751140,,0,1701187,,
362182171_2010,362182171,,,2010,WHEATON COLLEGE,501 COLLEGE AVENUE,WHEATON,IL,60187,www WHEATON EDU,301333522,1860,IL,WHEATON COLLEGE HELPS BUILD THE CHURCH AND IMPROVE SOCIETY WORLDWIDE BY PROMOTING THE DEVELOPMENT OF WHOLE AND EFFECTIVE CHRISTIANS THROUGH EXCELLENCE IN PROGRAMS OF CHRISTIAN HIGHER EDUCATION,20,19,3040,240,-103593,-93271,27062371,95767048,15918500,1554432,140302351,22047468,0,62910835,4024,4914880,39134522,124096849,16205502,624743387,164943136,459800251,0,0,,,22047468,22047468,,,0,0,,,0,0,,,1642981,477190,743913,421878,0,0,0,0,45917153,37727491,5933857,2255805,2865976,2302484,406710,156782,9099895,7310724,1291365,497806,3384830,2719323,480341,185166,724107,24700,696373,3034,152302,0,144780,7522,115900,0,115900,0,0,0,0,0,4024,,,4024,1215,0,1215,0,5145387,4918759,226590,38,806936,443508,88407,275021,2577545,2317909,84886,174750,875320,123067,673754,78499,0,0,0,0,7041179,6574596,439451,27132,3003648,2689870,101696,212082,0,0,0,0,270100,202712,67368,20,,1870290,26398,0,0,0,0,0,8833125,8136492,696633,0,1761218,979909,781309,0,PRINTING & PUBLICATIONS a,709677,230594,354855,124228,SPECIAL PROJECTS,653542,637317,16225,0,TRAINING,254446,149395,88468,16583,DUES & MEMBERSHIPS,169673,89866,72670,7137,416048,0,0,416048,124096849,105236025,13945944,4914880,,,,,
262264950_2010,262264950,EIN_262264950_YEAR_2010_FORMTYPE_990.pdf,,2010,MICAH PROJECT,170 BROADWAY ROOM/SUITE 235,NEW ORLEANS,LA,70118,,218232,2010,LA,"MICAH PROJECT'S MISSION IS TO BRING PEOPLE OF ALL FAITHS TOGETHER TO BUILD RELATIONSHIPS, DEVELOP STRONG LEADERS, AND IMPROVE THE QUALITY OF LIFE IN OUR COMMUNITY OUR VISION IS TO UNIFY AND EMPOWER PEOPLE TO PARTICIPATE IN THE DEMOCRATIC PROCESS, THEREBY MAXIMIZING THEIR ABILITY TO EXERT INFLUENCE ON BEHALF OF THEIR CONGREGATION IN THEIR COMMUNITIES FOR THE COMMON GOOD OFTHE CITY AND REGION THE PRINCIPAL OF BUILDING OCAL LEADERS TO SOLVE PROBLEMS MOTIVATES OUR WORK TODAY MICAH ASSISTS CONGREGATIONS IN BECOMING MORE OF A PUBLIC CHURCH OR SYNAGOGUE",16,16,2,,0,,203925,14307,0,0,218232,0,0,141310,0,0,52697,194007,24225,87403,50000,37403,,,,,,,,,,,,,,,,,,,,,,,,,128592,,128592,,,,,,,,,,12718,,12718,,,,,,,,,,,,,,,,,,,,,,,,,,1607,,1607,,97,,97,,531,,531,,,,,,,,,,13306,,13306,,9843,,9843,,,,,,,,,,,,,,,,,,,,,,9779,,9779,,MISCELLANEOUS a,5377,,5377,,TELEPHONE,4386,,4386,,NETWORK DUES,3175,,3175,,MEALS & ENTERTAINMENT,1842,,1842,,1038,,1038,,194007,0,194007,0,,,,,
861088673_2010,861088673,EIN_861088673_YEAR_2010_FORMTYPE_990.pdf,,2010,THE CHRISTIAN COMMUNITY FOUNDATION OF SOUTH FLORIDA INC,5120 NORTH FEDERAL HWY,FORT LAUDERDALE,FL,33308,,634730,2003,FL,PROMOTE AND FACILITATE EFFECTIVE GIVING,6,6,6,,0,,374730,260000,0,0,634730,0,0,280264,0,60758,332437,612701,22029,61176,26508,34668,,,,,,,,,,,,,,,,,84358,67486,8436,8436,,,,,158101,126481,15810,15810,,,,,24831,19865,2483,2483,12974,10378,1298,1298,,,,,12477,,12477,,17980,,17980,,,,,,,,,,,,,,73558,58846,7356,7356,23297,,,23297,10878,8702,2176,,6330,3798,1266,1266,,,,,,,,,41379,41379,,,,,,,62740,62740,,,,,,,,,,,541,541,,,1699,,1699,,HONORARIUMS,21250,21250,,,MATERIALS AND SUPPLIES,16972,16972,,,TELECOMMUNICATIONS,9845,7876,1157,812,AUDIO AND VISUAL,8928,8928,,,5940,5940,9592,,612701,470213,81730,60758,,,,,
611190087_2008,611190087,,,2008,AMERICAN CENTER FOR LAW & JUSTICE,6375 NEW HOPE ROAD,HOPE,KY,40052,,198925,1999,,,3,3,2,,0,0,198910,0,15,0,198925,0,178327,,0,,96516,178327,20598,29553,29100,,,,,,,,,,,,,,,,,,,,,,,,,,76437,76437,,,,,,,,,,,5374,5374,,,,,,,3004,3004,,,1905,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12413,,,LAW BOOKS,9554,9554,,,UTILITIES,,17159,,,,,,,,c d DUES AND SUBSCRIPTIONS,851,851,,,35070,35070,,,178327,178327,0,,,,,,
611190087_2009,611190087,EIN_611190087_YEAR_2009_FORMTYPE_990.pdf,,2009,AMERICAN CENTER FOR LAW & JUSTICE,"6375 NEW HOPE ROAD NEW HOPE, KY 40052",NEW HOPE,KY,40052,N/A,196652,1999,KY,LEGAL ADVOCACY FOR RIGHT LIFE,3,4,5,6,0,0,181015,15637,15,0,196652,0,0,87530,0,0,125403,212933,-16281,13361,453,12818,,,,,,,,,,,,,,,,,,,,,,,,,81457,81457,,,,,,,,,,,6073,6073,,,,,,,5500,5500,,,1670,1670,,,,,,,,,,,,,,,,,,,,,,,16496,16496,,,,,,,,,,,,,,,3550,3550,,,,,,,,,,,,,,,,,,,,,,,,,,,LAW BOOKS a,10165,10165,,,UTILITIES,10701,10701,,,TELEPHONE c,18689,18689,,,SUBSCRIPTIONS d DUES AND,697,697,,,18118,18118,,,212933,212933,0,0,,,,,
383773431_2008,383773431,EIN_383773431_YEAR_2008_FORMTYPE_990.pdf,,2008,REDEEMER CITYNET,"1359 BROADWAY, 11TH FLOOR 1102",NEW YORK,NY,10018,WWW.RCPC.CO,3270871,2008,NY,"CHURCH PLANTING, TRAINING OF CHURCH LEADERS, AND CONTENT DEVELOPMENT",3,0,12,,0,0,3139871,,80757,50243,3270871,1722183,1290036,,,,923456,3935675,-664804,2675767,171655,2504112,756185,756185,,,133352,133352,,,832646,832646,,,,,,,446693,256391,117310,72992,,,,,667627,438064,110202,119361,37435,21714,8802,6919,105940,72439,18781,14720,32341,20738,5629,5974,,,,,,,,,,,,,,,,,,,,,,,,,173661,114878,26017,32766,15037,10490,2249,2298,146413,97193,25245,23975,38417,26882,7024,4511,,,,,212754,144558,36626,31570,150531,100745,21854,27932,,,,,61058,16907,4623,39528,,,,,,,,,4228,2960,634,634,10357,6253,2764,1340,OTHER a,111000,67566,16666,26768,b,,,,,c,,,,,d,,,,,,,,,3935675,3119961,404426,411288,,,2008,501,
383773431_2009,383773431,,,2009,"REDEEMER CITY TO CITY FORMERLY ""REDEEMER CITYNET""","1359 BROADWAY, 11TH FLOOR 1102",YORK,NY,10018,REDEEMERCITYTOCITY.COM,3792951,2008,State of legal,"CHURCH PLANTING, TRAINING OF CHURCH LEADERS, AND CONTENT DEVELOPMENT",6,4,16,0,0,0,3573334,146751,30787,42079,3792951,1371021,1557170,,,,1126549,4054740,-261789,2652775,410452,2242323,440123,,,,212689,,,,718209,718209,,,,,,,319796,319796,,91991,,,,,557766,81503,81503,,31224,20279,6086,4859,,77834,29691,16545,36450,22086,9082,5282,,,,,,,,,,,,,,,,,,,,,,,,,127430,127430,21330,16818,498,424,37,37,,,,,84975,59483,16821,8671,,,,,149139,149139,41333,31880,,,,,,,,,6916,4806,1050,1060,,,,,,,,,,,,,25667,12590,10854,2223,FOOD,54073,39410,7119,7544,a COST OF MATERIALS b,44258,44258,,,TRANSPORTATION,16374,12158,2138,2078,c BANK TRANSACTION FEES d,11641,7762,3263,616,11305,9717,794,794,3204969,481541,368230,,0,0,0,,
383773431_2010,383773431,EIN_383773431_YEAR_2010_FORMTYPE_990.pdf,,2010,REDEEMER CITY TO CITY FORMERLY REDEEMER CITYNET,1359 BROADWAY 11TH FLOOR NO 1102,NEW YORK,NY,10018,REDEEMERCITYTOCITY COM,4327262,2008,NY,"CHURCH PLANTING, TRAINING OF CHURCH LEADERS, AND CONTENT DEVELOPMENT",6,4,15,0,0,0,3864067,215425,23984,223786,4327262,933765,0,1593413,0,529191,1274531,3801709,525553,2946500,186538,2759962,192650,192650,,,97038,97038,,,644077,644077,,,,,,,598157,285914,114680,197563,,,,,789834,549342,127255,113237,28357,16049,5034,7274,138643,87961,23904,26778,38422,26579,6711,5132,,,,,,,,,,,,,,,,,,,,,,,,,141328,84743,49406,7179,436,249,71,116,101347,72052,8958,20337,37259,26081,7446,3732,,,,,185402,129477,29409,26516,368230,286558,41422,40250,,,,,38123,35951,1089,1083,,,,,,,,,20046,14032,3153,2861,34926,24524,5861,4541,COST OF MATERIALS,100681,100681,,,FOOD,70929,50912,10140,9877,FUNDRAISING,54413,,,54413,COMPUTER EQUIPMENT AND,29055,20329,5187,3539,25176,24385,420,371,3801709,2826876,445642,529191,,0,644077,,
861158500_2020,861158500,EIN_861158500_YEAR_2020_FORMTYPE_990.pdf,,2020,ADF Foundation,"15100 North 90th Street Scottsdale, AZ 85260",,AZ,85260,www.adfplannedgiving.org,1759850,2005,AZ,Foundation endowment management for the financial support of Alliance Defending Freedom.,3,4,5,6,0,0,1471873,0,37939,0,1509812,26746,0,0,196457,196457,48696,271899,1237913,13626446,11134234,2492212,26746,26746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37839,,37839,,1500,,1500,,,,,,196457,,,196457,9357,,9357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,b,,,,,c,,,,,d,,,,,,,,,271899,26746,48696,196457,,,,,
135604164_2009,135604164,EIN_135604164_YEAR_2009_FORMTYPE_990.pdf,,2009,AGUDATH ISRAEL OF AMERICA INC,42 BROADWAY 14 FL,NEW YORK,NY,10004,N/A,13381645,1939,NY,"IN ACCORDANCE WITH HALACHA, JEWISH RELIGIOUS LAW TO PROMOTE IDEALS OF ORTHODOX JUDAISM",0,0,352,0,191737,-14143,7739941,4946700,462275,20400,13169316,3679361,5257492,13083159,,150643,5257492,13083159,,24391036,6264137,18126899,2863108,2863108,,,158753,158753,,,657500,657500,,,,,,,730830,306321,424509,,,,,,2969613,2391214,578399,,,,,,445863,371911,73952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223009,192924,30085,,187459,187278,181,,1517143,1334026,32823,150294,,,,,,,,,1158199,1076297,81902,,127921,118239,9333,349,,,,,69831,67805,2026,,265256,265138,118,,,,,,621038,561604,59434,,,,,,ctivities and programs a,912802,912802,,,publications b,174834,159260,15574,,c,,,,,d,,,,,,,,,13083159,11624180,1308336,150643,,,2008,501,
135604164_2010,135604164,EIN_135604164_YEAR_2010_FORMTYPE_990.pdf,,2010,AGUDATH ISRAEL OF AMERICA INC,42 BROADWAY No 14 FL,NEW YORK,NY,10004,N/A,11351663,1939,NY,"IN ACCORDANCE WITH HALACHA, JEWISH RELIGIO US LAW, TO PROMOTE IDEALS OF ORTHODO) JUDAISMWORSHIP AND PRACTICE",40,36,355,0,53366,-20529,5614107,5077134,379506,68536,11139283,3865387,0,3653562,0,135152,4671937,12190886,-1051603,22913749,5761871,17151878,3482525,3482525,,,140631,140631,,,242231,242231,,,,,,,526803,204914,321889,,,,,,2796767,2182744,614023,,,,,,329992,315927,14065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153383,118358,35025,,108078,96958,11120,,1326000,1170874,27711,127415,,,,,,,,,1086400,995442,90958,,95094,75108,12249,7737,,,,,38468,36682,1786,,235428,235324,104,,,,,,658201,606648,51553,,,,,,activities and programs,877050,877050,,,publications,93835,86484,7351,,c,,,,,d,,,,,,,,,12190886,10867900,1187834,135152,,0,0,,
800829668_2020,800829668,EIN_800829668_YEAR_2020_FORMTYPE_990.pdf,,2020,OPPORTUNITY OHIO INC,PO BOX 98,,OH,70098,WW.OPPORTUNITYOHIO.ORG,162220,2012,OH,TO PROVIDE FREE MARKET IDEAS AND EDUCATION TO THE PUBLIC.,3,4,5,6,0,0,162220,0,0,0,162220,0,0,0,0,13024,144215,144215,18005,584601,0,584601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125000,106250,6250,12500,,,,,3218,,3218,,,,,,,,,,,,,,9600,9600,,,,,,,1425,1425,,,1492,1492,,,,,,,,,,,1216,1216,,,,,,,,,,,,,,,,,,,,,,,,,,,MEALS & ENTERTAINMENT a,1083,1083,,,BANK & MERCHANT SERVICE,457,457,,,POSTAGE,348,,,348,GIFTS,176,,,176,200,200,,,144215,121723,9468,13024,,,,,
521231772_2010,521231772,EIN_521231772_YEAR_2010_FORMTYPE_990.pdf,,2010,MARCH FOR LIFE EDUCATION & DEFENSE,PO BOX 90300,WASHINGTON,OX,90300,WWWMARCHFORLIFE ORG,272519,,,EDUCATIONAL AND CHARITABLE,7,7,0,80,0,,241285,31087,108,39,272519,1800,0,0,0,8042,225950,227750,44769,156505,38167,118338,,,,,1800,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8100,,8100,,,,,,,,,,,,,,127142,96997,29250,895,,,,,48332,30626,10559,7147,,,,,,,,,8280,,8280,,,,,,,,,,1951,1951,,,,,,,,,,,2532,,2532,,2502,233,2269,,ROSE DINNER,21545,21545,,,FILING FEES,3275,10,3265,,BANK CHARGES c,2291,,2291,,d,,,,,,,,,227750,153162,66546,8042,,,,,
134129457_2009,134129457,EIN_134129457_YEAR_2009_FORMTYPE_990.pdf,,2009,DONORSCHOOSE.ORG,347 WEST 36TH STREET 503,NEW YORK,NY,10018,WWW.DONORSCHOOSE.ORG,17091523,2000,NY,DONORSCHOOSE.ORG IS A SIMPLE WAY TO PROVIDE STUDENTS WITH THE RESOURCES THEY NEED TO LEARN.,16,16,5,50,0,0,16841940,,249583,,17091523,,,4166710,,766865,12627472,16794182,297341,17456286,687831,16768455,,,,,,,,,,,,,,,,,278258,82291,142688,53279,,,,,3271399,2615653,193281,462465,,,,,283372,226152,15368,41852,333681,254930,31037,47714,,,,,2932,1325,1607,,31097,,31097,,,,,,,,,,,,,,34800,34800,,,,,,,33059,13858,15745,3456,,,,,,,,,245935,201339,23084,21512,154052,101330,18598,34124,,,,,,,,,,,,,,,,,783780,738875,40154,4751,6343,1793,4550,,CLASSROOM PROJECT MATER a,10117408,10117408,0,0,DONOR THANK YOU PACKAGE b,487562,487562,0,0,MARKETING c,161299,143015,1035,17249,CONSULTANTS d,160472,89814,14201,56457,134476,134476,0,0,16794182,15466012,561305,766865,,,,,
134129457_2010,134129457,EIN_134129457_YEAR_2010_FORMTYPE_990.pdf,,2010,DONORSCHOOSE.ORG,"213 WEST 35TH STREET, 2ND FL. EAST",NEW YORK,NY,10001,WWW.DONORSCHOOSE.ORG,24140655,2000,NY,DONORSCHOOSE.ORG IS A SIMPLE WAY TO PROVIDE STUDENTS WITH THE RESOURCES THEY NEED TO LEARN.,16,16,94,50,0,0,24050065,,90590,,24140655,,3979882,,,662098,20118010,24097892,42763,18203581,1393134,16810447,,,,,,,,,,,,,,,,,314629,94325,157506,62798,,,,,3071660,2532281,153823,385556,,,,,299766,241744,14782,43240,293827,225600,27169,41058,,,,,6867,,6867,,46116,,46116,,,,,,,,,,,,,,195259,151625,7595,36039,216758,211696,64,4998,147399,98403,45449,3547,271030,258498,3426,9106,,,,,300540,248845,33116,18579,137778,98440,10807,28531,,,,,,,,,,,,,,,,,830348,777159,25074,28115,6063,2063,4000,,CLASSROOM PROJECT MATER a,17585207,17585207,,,CREDIT CARD FEES b,198521,198521,,,DONOR THANK YOU PACKAGE c,116151,116151,,,BAD DEBT EXPENSE,52667,,52667,,5777,1977,3800,531,24097892,22843168,592626,662098,,,,,
581437002_2009,581437002,EIN_581437002_YEAR_2009_FORMTYPE_990.pdf,,2009,SAMARITAN'S PURSE,PO BOX 3000,BOONE,NC,28607,www SAMARITAN ORG,355980309,1980,NC,"SAMARITAN'S PURSE IS A ONDENO MINATIONAL EVANGELICAL CHRISTIAN ORGANIZATION PROVIDING SPIRITUAL AND PHYSICAL AID TO HURTING PEOPLE AROUND THE WORLD WITH THE PURPOSE OF SHARING GOD'S LOVE THROUGH HIS SON, JESUS CHRIST",19,14,1773,116242,0,,305755004,1471216,3278556,355123,310859899,168203838,0,52955030,0,19897669,88604515,309763383,1096516,204408190,26172618,178235572,4507072,4507072,,,232012,232012,,,163464754,163464754,,,,,,,1981402,912499,800658,268245,289354,266778,12249,10327,39323000,27505034,6278939,5539027,1721472,951839,418277,351356,7317934,4892990,1370729,1054215,2321868,1428427,482917,410524,,,,,146723,,146723,,172086,,172086,,,,,,,,,,,,,,4776672,3993770,465820,317082,8571707,3255194,360551,4955962,10250313,5534300,590884,4125129,814293,2139,812154,,,,,,3971920,3102574,494335,375011,16096075,14382807,615376,1097892,,,,,567505,443147,2574,121784,,,,,,,,,6873192,4124271,1570812,1178109,77959,39759,21829,16371,PROJECT MTLS/SUPPLIES-VAR,10867785,10867785,,,TRANSPT-RELIEF/OTHR MTLS,9316732,9316732,,,BIBLES/EVANGELISTIC MTLS,5962656,5962656,,,CONSTRUCTION PROG MTLS,5504588,5504588,,,1694745,1694745,816044,76635,309763383,274432757,15432957,19897669,25,2347,162039251,249,
521162185_2011,521162185,EIN_521162185_YEAR_2011_FORMTYPE_990.pdf,,2011,Ethics and Public Policy Center Inc,1730 M Street NW,Washington,DC,20036,www.eppc.org,3202394,1976,DO,"To promote public debate over domestic and foreign policy issues Programs include research, writing, publications and conferences which are generally supported by foundations, trusts and others",7,7,18,,0,,2837279,81736,-12652,0,2906363,0,0,1837443,0,33929,782206,2619649,286714,3222844,210178,3012666,0,,,,0,,,,0,,,,0,,,,432500,366760,48865,16875,0,,,,1065168,903269,156399,5500,67600,57784,8851,965,167339,160324,4339,2676,104836,89614,13726,1496,0,,,,0,,,,16000,13498,2502,,0,,,,0,,,,0,,,,87218,87218,,,0,,,,79548,66761,12787,,27728,25241,2487,,0,,,,280324,236481,43843,,44468,42681,1552,235,0,,,,212990,199456,8889,4645,1868,1576,292,,0,,,,15934,13442,2492,,2992,2524,468,,OTHER EXPENSES,13136,10757,842,1537,b,,,,,c,,,,,d,,,,,,,,,2619649,2277386,308334,33929,,,,,
237061145_2009,237061145,EIN_237061145_YEAR_2009_FORMTYPE_990.pdf,,2009,"Academy of Fine Arts, Inc.",600 Main Street,Lynchburg,VA,24504,www.academyfinearts.com,2643697,2003,VA,"Promotion of visual, performing and creative arts in central Virginia. Visual arts are supported via art shows and presentations and providing education classes for",28,28,17,15,,0,1711766,381137,436394,49921,2579218,,,521901,28764,198009,1419270,1969935,609283,16814570,417698,16396872,,,,,,,,,,,,,,,,,,,,,,,,,462277,211496,171241,79540,,,,,22777,5304,16848,625,36847,16795,13837,6215,,,,,,,,,13771,,13771,,,,,,28764,,,28764,,,,,,,,,,,,,,,,,,,,,,,,,747253,719396,17668,10189,7602,,4877,2725,,,,,,,,,17767,16877,519,371,,,,,111415,108769,1571,1075,41179,30320,6741,4118,Programming a,163482,163482,,,Outside performers/teache,136667,132851,772,3044,Marketing and promotion c,59008,31544,67,27397,Uncollectible receivables d,25200,,25200,,22592,15597,5530,1465,1969935,1482424,289502,198009,,,,,
